latitude
33.3591667
40.7389984
19.4020004
33.323
34.0456667
33.3211667
40.7353325
20.007
38.3866653
62.0842
61.4538
34.0143333
66.2461
36.1116667
35.4911667
35.4891667
19.4071674
69.605
61.4206
60.0533
63.2674
61.0675
19.0323
63.3593
34.0166667
60.112
64.7698
34.0105
62.7343
60.8772
65.4851
38.8381653
57.38
17.9161
62.5608
34.0146667
68.4249
18.106
38.8089981
33.4033333
19.2966
38.8074989
34.0131667
19.5525
65.4767
38.7588348
66.3088
36.4726677
38.7584991
38.8231659
64.7003
38.822834
37.6396675
34.6711
37.6356659
63.5693
61.6724
37.6464996
38.8139992
61.807
19.2563
38.8376656
38.7966652
37.644
37.6456667
37.6466667
61.7859
38.7906685
37.6493333
37.6536667
37.6658333
37.4012
37.6431667
33.1893333
33.1821667
49.5546
37.2166667
33.1883333
40.1755
33.1865
33.1885
33.19
31.9701
39.4225
61.4621
39.7673333
61.4761
64.9326
36.03990555
66.2909
33.1868333
33.187
-55.0476
33.5196667
62.1703
60.5846
33.9958333
62.3722
38.8233337
63.2053
19.4705
38.8115005
19.1626663
18.2306
33.9973333
61.5299
46.86816667
39.462
48.12133333
46.19733333
46.19633333
-1.355
59.7541
38.7976667
44.588
60.5594
37.8076668
37.7936667
66.333
59.9244
38.8153343
34.0176667
61.6234
46.8693333
37.5771667
61.3938
44.7041667
48.0745
68.8953
36.407
36.6513329
34.92269516
34.0346667
60.5398
48.4105
62.2509
-7.5519
33.6431667
33.6456667
60.4474
46.0245
19.4041672
34.9975
16.9675
32.3325
61.7509
38.825
37.4725
36.0305
35.0571667
56.3403333
63.6114
34.0098333
38.8253333
40.0953333
38.8168335
18.3321
46.1865
38.7128
62.502
47.84633333
31.6528333
34.8191667
63.6258
69.6016
60.6
32.6428333
46.201
61.4292
38.8343315
59.091
34.152
63.5299
19.4355
38.8171654
58.3663333
60.1098
63.0482
33.8146667
19.4355
38.8248329
59.194
38.8098335
-21.9757
36.9778328
63.3084
59.8102
65.3918
63.5266
59.3566667
38.8251648
60.2612
53.3217
46.3155
37.3621
63.4623
62.2434
38.8139992
38.8121681
32.6808333
19.829
38.7756653
53.3198333
52.0963333
38.8059998
37.686
37.49
66.2227
36.2146667
38.7513351
32.6443333
38.8076668
35.5553333
36.21316667
38.812
38.8370018
34.0758333
66.2919
38.8069992
19.8211667
46.31466667
32.6776667
62.8879
32.6806667
38.8059998
36.28066667
38.8375015
38.8356667
61.4016
38.7941666
38.8248329
38.8123322
36.2831667
38.8376667
61.3864
38.8088341
61.1393
33.4943333
38.8143349
38.8173332
40.4855
32.6778333
38.8056679
38.7981682
32.1215
32.6733333
38.815834
38.8050003
38.8074989
33.9143333
41.9435
37.4837
38.8266667
33.5351667
32.6803333
32.6803333
60.677
35.7505
32.683
60.3554
37.4603
32.6775
38.8181648
38.8171654
38.8098335
33.6591667
38.8136673
38.8041649
33.1753333
38.8148346
66.3243
38.8074989
38.8118324
46.8491667
46.8573333
66.1573
38.838501
60.1545
37.6535
38.8129997
38.8046684
37.6553333
58.1921667
38.8043327
61.8663
19.3338333
38.8083344
38.8421669
38.8440018
60.1616
38.8198318
38.8078346
37.4722
38.8089981
38.8111649
38.8173332
40.7826667
38.8095016
38.8066673
38.8050003
38.8059998
66.2968
33.502
33.4998333
38.8098333
37.5946667
38.8163338
39.5284
38.8161659
37.5971667
38.8103333
38.8138351
38.8048325
46.31883333
37.5973333
38.8069992
38.8163338
38.8026657
63.2883
38.7985001
38.8066673
44.6896667
38.8084984
38.8139992
38.8153333
60.1608
38.8243332
38.8041667
38.7966667
38.8166656
38.8173332
38.8161667
38.8025
38.8156662
38.8025017
38.8163338
38.8065
35.5651667
38.8138333
38.8045006
38.8106667
38.8136667
38.8213333
36.8913333
37.479
18.572
37.4696
61.3179
36.995
36.9733333
35.79883333
37.509
38.8139992
33.2908333
-21.2483
36.86816667
36.8675
19.7688332
32.6751667
32.6465
36.3463333
60.046
34.0403333
37.6516667
33.4936667
36.8858
38.7788315
34.0418333
34.0401667
38.8185
36.0003333
19.2581
44.886
34.057
-29.2577
62.4413
36.30733333
2.4645
61.68
36.3331667
34.0525
38.8096657
36.3423333
36.5785
38.8163338
41.0193333
60.0847
62.2398
45.96466667
61.2993
-18.8753
66.3002
38.8240013
19.4291667
57.3407
61.2305
61.145
37.2544
61.7244
66.3208
33.2113333
60.2579
68.6928
38.8188324
35.811
38.8176651
36.414
34.0386667
62.1128
59.9578
34.0401667
68.4767
67.7093
35.7925
58.8326
34.0386667
34.0381667
38.8209991
18.8641
38.7939987
61.1649
35.4055
36.7745
37.832
37.8316667
40.782
38.76
37.8621
43.99083333
35.773
66.2533
36.649
45.936
62.0637
58.4831667
35.98416667
36.6493333
38.6507
19.4196
66.2316
38.8006668
36.9282
62.9673
60.2604
38.4761
33.1158333
60.0126
